accession,sample_name,longitude_deg,latitude_deg,country,studies,env_biome,env_feature,env_material,experiment_type,collection_date,env_package_type
mgm4603417.3,LD17,153.19333,-27.927094,Australia,Influence of soil properties on microbial diversity in aged PAHs soil,Deserts and xeric shrubland biome,habitat,soil,Amplicon,2013-06-12 11:15:00 UTC9:30,soil
mgm4603418.3,LD18,153.19333,-27.927094,Australia,Influence of soil properties on microbial diversity in aged PAHs soil,Deserts and xeric shrubland biome,habitat,soil,Amplicon,2013-06-12 11:15:00 UTC9:30,soil
mgm4603419.3,LD19,152.99551,-27.987518,Australia,Influence of soil properties on microbial diversity in aged PAHs soil,Deserts and xeric shrubland biome,habitat,soil,Amplicon,2013-06-12 11:15:00 UTC9:30,soil
mgm4603420.3,LD2,138.95052,-34.740105,Australia,Influence of soil properties on microbial diversity in aged PAHs soil,Deserts and xeric shrubland biome,habitat,soil,Amplicon,2013-06-12 11:15:00 UTC9:30,soil
mgm4603421.3,LD20,152.99551,-27.987518,Australia,Influence of soil properties on microbial diversity in aged PAHs soil,Deserts and xeric shrubland biome,habitat,soil,Amplicon,2013-06-12 11:15:00 UTC9:30,soil
mgm4603422.3,LD21,152.99551,-27.987518,Australia,Influence of soil properties on microbial diversity in aged PAHs soil,Deserts and xeric shrubland biome,habitat,soil,Amplicon,2013-06-12 11:15:00 UTC9:30,soil
mgm4603423.3,LD22,152.99551,-27.987518,Australia,Influence of soil properties on microbial diversity in aged PAHs soil,Deserts and xeric shrubland biome,habitat,soil,Amplicon,2013-06-12 11:15:00 UTC9:30,soil
mgm4603424.3,LD23,152.99551,-27.987518,Australia,Influence of soil properties on microbial diversity in aged PAHs soil,Deserts and xeric shrubland biome,habitat,soil,Amplicon,2013-06-12 11:15:00 UTC9:30,soil
mgm4603425.3,LD24,152.99551,-27.987518,Australia,Influence of soil properties on microbial diversity in aged PAHs soil,Deserts and xeric shrubland biome,habitat,soil,Amplicon,2013-06-12 11:15:00 UTC9:30,soil
mgm4603426.3,LD25,152.99551,-27.987518,Australia,Influence of soil properties on microbial diversity in aged PAHs soil,Deserts and xeric shrubland biome,habitat,soil,Amplicon,2013-06-12 11:15:00 UTC9:30,soil
mgm4603427.3,LD26,152.99551,-27.987518,Australia,Influence of soil properties on microbial diversity in aged PAHs soil,Deserts and xeric shrubland biome,habitat,soil,Amplicon,2013-06-12 11:15:00 UTC9:30,soil
mgm4603428.3,LD27,152.99551,-27.987518,Australia,Influence of soil properties on microbial diversity in aged PAHs soil,Deserts and xeric shrubland biome,habitat,soil,Amplicon,2013-06-12 11:15:00 UTC9:30,soil
mgm4603429.3,LD28,138.39093,-34.488865,Australia,Influence of soil properties on microbial diversity in aged PAHs soil,Deserts and xeric shrubland biome,habitat,soil,Amplicon,2013-06-12 11:15:00 UTC9:30,soil
mgm4603430.3,LD29,138.39093,-34.488865,Australia,Influence of soil properties on microbial diversity in aged PAHs soil,Deserts and xeric shrubland biome,habitat,soil,Amplicon,2013-06-12 11:15:00 UTC9:30,soil
mgm4603431.3,LD3,138.95052,-34.740105,Australia,Influence of soil properties on microbial diversity in aged PAHs soil,Deserts and xeric shrubland biome,habitat,soil,Amplicon,2013-06-12 11:15:00 UTC9:30,soil
mgm4603432.3,LD30,138.39093,-34.488865,Australia,Influence of soil properties on microbial diversity in aged PAHs soil,Deserts and xeric shrubland biome,habitat,soil,Amplicon,2013-06-12 11:15:00 UTC9:30,soil
mgm4603433.3,LD31,138.39093,-34.488865,Australia,Influence of soil properties on microbial diversity in aged PAHs soil,Deserts and xeric shrubland biome,habitat,soil,Amplicon,2013-06-12 11:15:00 UTC9:30,soil
mgm4603434.3,LD32,138.39093,-34.488865,Australia,Influence of soil properties on microbial diversity in aged PAHs soil,Deserts and xeric shrubland biome,habitat,soil,Amplicon,2013-06-12 11:15:00 UTC9:30,soil
mgm4603435.3,LD33,138.39093,-34.488865,Australia,Influence of soil properties on microbial diversity in aged PAHs soil,Deserts and xeric shrubland biome,habitat,soil,Amplicon,2013-06-12 11:15:00 UTC9:30,soil
mgm4603436.3,LD34,138.39093,-34.488865,Australia,Influence of soil properties on microbial diversity in aged PAHs soil,Deserts and xeric shrubland biome,habitat,soil,Amplicon,2013-06-12 11:15:00 UTC9:30,soil
mgm4603437.3,LD35,138.39093,-34.488865,Australia,Influence of soil properties on microbial diversity in aged PAHs soil,Deserts and xeric shrubland biome,habitat,soil,Amplicon,2013-06-12 11:15:00 UTC9:30,soil
mgm4603438.3,LD36,138.39093,-34.488865,Australia,Influence of soil properties on microbial diversity in aged PAHs soil,Deserts and xeric shrubland biome,habitat,soil,Amplicon,2013-06-12 11:15:00 UTC9:30,soil
mgm4603439.3,LD37,138.39093,-34.488865,Australia,Influence of soil properties on microbial diversity in aged PAHs soil,Deserts and xeric shrubland biome,habitat,soil,Amplicon,2013-06-12 11:15:00 UTC9:30,soil
mgm4603440.3,LD38,138.39093,-34.488865,Australia,Influence of soil properties on microbial diversity in aged PAHs soil,Deserts and xeric shrubland biome,habitat,soil,Amplicon,2013-06-12 11:15:00 UTC9:30,soil
mgm4603441.3,LD4,138.95052,-34.740105,Australia,Influence of soil properties on microbial diversity in aged PAHs soil,Deserts and xeric shrubland biome,habitat,soil,Amplicon,2013-06-12 11:15:00 UTC9:30,soil
mgm4603442.3,LD5,138.95052,-34.740105,Australia,Influence of soil properties on microbial diversity in aged PAHs soil,Deserts and xeric shrubland biome,habitat,soil,Amplicon,2013-06-12 11:15:00 UTC9:30,soil
mgm4603443.3,LD6,138.95052,-34.740105,Australia,Influence of soil properties on microbial diversity in aged PAHs soil,Deserts and xeric shrubland biome,habitat,soil,Amplicon,2013-06-12 11:15:00 UTC9:30,soil
mgm4603444.3,LD7,138.95052,-34.740105,Australia,Influence of soil properties on microbial diversity in aged PAHs soil,Deserts and xeric shrubland biome,habitat,soil,Amplicon,2013-06-12 11:15:00 UTC9:30,soil
mgm4603445.3,LD8,138.95052,-34.740105,Australia,Influence of soil properties on microbial diversity in aged PAHs soil,Deserts and xeric shrubland biome,habitat,soil,Amplicon,2013-06-12 11:15:00 UTC9:30,soil
mgm4603446.3,LD9,138.95052,-34.740105,Australia,Influence of soil properties on microbial diversity in aged PAHs soil,Deserts and xeric shrubland biome,habitat,soil,Amplicon,2013-06-12 11:15:00 UTC9:30,soil
mgm4617963.3,1,-111.6695,35.41541,USA,Extracellular DNA in soil ,Temperate coniferous forest biome,soil,soil,Amplicon,2013-05-30 12:00:00 UTC-6,soil
mgm4617970.3,105,-111.6695,35.41541,USA,Extracellular DNA in soil ,Temperate coniferous forest biome,soil,soil,Amplicon,2013-05-30 12:00:00 UTC-6,soil
mgm4618009.3,49,-111.6695,35.41541,USA,Extracellular DNA in soil ,Temperate coniferous forest biome,soil,soil,Amplicon,2013-05-30 12:00:00 UTC-6,soil
mgm4618016.3,57,-111.6695,35.41541,USA,Extracellular DNA in soil ,Temperate coniferous forest biome,soil,soil,Amplicon,2013-05-30 12:00:00 UTC-6,soil
mgm4618023.3,65,-111.6695,35.41541,USA,Extracellular DNA in soil ,Temperate coniferous forest biome,soil,soil,Amplicon,2013-05-30 12:00:00 UTC-6,soil
mgm4620497.3,Tree_Effect_ITS,12.679228,50.2421,Czech Republic,Tree_Effect,Temperate coniferous forest biome,forest,mountain forest soil,Amplicon,2007-10-25 13:00:00 UTC+1,soil
mgm4620498.3,Tree_Effect_16S,12.679228,50.2421,Czech Republic,Tree_Effect,Temperate coniferous forest biome,forest,mountain forest soil,Amplicon,2007-10-25 13:00:00 UTC+1,soil
mgm4625204.3,PlaMetalEuropjoined.fastq,3.0223334,50.429085,France,RiverPlasmidome,Large river biome,river,soil,WGS,2014-10-17 11:00:00 UTC+1,sediment
mgm4625205.3,PlaF_rinjoined.fastq,3.0848334,50.310833,France,RiverPlasmidome,Large river biome,river,soil,WGS,2014-10-17 11:00:00 UTC+1,sediment
mgm4625870.3,1,-111.6695,35.41541,USA,Extracellular DNA in soil ,Temperate coniferous forest biome,soil,soil,Amplicon,2013-05-30 12:00:00 UTC-6,soil
mgm4625871.3,10,-111.6695,35.41541,USA,Extracellular DNA in soil ,Temperate coniferous forest biome,soil,soil,Amplicon,2013-05-30 12:00:00 UTC-6,soil
mgm4625872.3,100,-111.6695,35.41541,USA,Extracellular DNA in soil ,Temperate coniferous forest biome,soil,soil,Amplicon,2013-05-30 12:00:00 UTC-6,soil
mgm4625873.3,102,-111.6695,35.41541,USA,Extracellular DNA in soil ,Temperate coniferous forest biome,soil,soil,Amplicon,2013-05-30 12:00:00 UTC-6,soil
mgm4625874.3,103,-111.6695,35.41541,USA,Extracellular DNA in soil ,Temperate coniferous forest biome,soil,soil,Amplicon,2013-05-30 12:00:00 UTC-6,soil
mgm4625875.3,104,-111.6695,35.41541,USA,Extracellular DNA in soil ,Temperate coniferous forest biome,soil,soil,Amplicon,2013-05-30 12:00:00 UTC-6,soil
mgm4625876.3,105,-111.6695,35.41541,USA,Extracellular DNA in soil ,Temperate coniferous forest biome,soil,soil,Amplicon,2013-05-30 12:00:00 UTC-6,soil
mgm4625877.3,106,-111.6695,35.41541,USA,Extracellular DNA in soil ,Temperate coniferous forest biome,soil,soil,Amplicon,2013-05-30 12:00:00 UTC-6,soil
mgm4625878.3,107,-111.6695,35.41541,USA,Extracellular DNA in soil ,Temperate coniferous forest biome,soil,soil,Amplicon,2013-05-30 12:00:00 UTC-6,soil
mgm4625879.3,12,-111.6695,35.41541,USA,Extracellular DNA in soil ,Temperate coniferous forest biome,soil,soil,Amplicon,2013-05-30 12:00:00 UTC-6,soil
mgm4625880.3,13,-111.6695,35.41541,USA,Extracellular DNA in soil ,Temperate coniferous forest biome,soil,soil,Amplicon,2013-05-30 12:00:00 UTC-6,soil
mgm4625881.3,14,-111.6695,35.41541,USA,Extracellular DNA in soil ,Temperate coniferous forest biome,soil,soil,Amplicon,2013-05-30 12:00:00 UTC-6,soil
mgm4625882.3,15,-111.6695,35.41541,USA,Extracellular DNA in soil ,Temperate coniferous forest biome,soil,soil,Amplicon,2013-05-30 12:00:00 UTC-6,soil
mgm4625883.3,16,-111.6695,35.41541,USA,Extracellular DNA in soil ,Temperate coniferous forest biome,soil,soil,Amplicon,2013-05-30 12:00:00 UTC-6,soil
mgm4625884.3,17,-111.6695,35.41541,USA,Extracellular DNA in soil ,Temperate coniferous forest biome,soil,soil,Amplicon,2013-05-30 12:00:00 UTC-6,soil
mgm4625885.3,18,-111.6695,35.41541,USA,Extracellular DNA in soil ,Temperate coniferous forest biome,soil,soil,Amplicon,2013-05-30 12:00:00 UTC-6,soil
mgm4625886.3,2,-111.6695,35.41541,USA,Extracellular DNA in soil ,Temperate coniferous forest biome,soil,soil,Amplicon,2013-05-30 12:00:00 UTC-6,soil
mgm4625887.3,20,-111.6695,35.41541,USA,Extracellular DNA in soil ,Temperate coniferous forest biome,soil,soil,Amplicon,2013-05-30 12:00:00 UTC-6,soil
mgm4625888.3,21,-111.6695,35.41541,USA,Extracellular DNA in soil ,Temperate coniferous forest biome,soil,soil,Amplicon,2013-05-30 12:00:00 UTC-6,soil
mgm4625889.3,22,-111.6695,35.41541,USA,Extracellular DNA in soil ,Temperate coniferous forest biome,soil,soil,Amplicon,2013-05-30 12:00:00 UTC-6,soil
mgm4625890.3,23,-111.6695,35.41541,USA,Extracellular DNA in soil ,Temperate coniferous forest biome,soil,soil,Amplicon,2013-05-30 12:00:00 UTC-6,soil
mgm4625891.3,24,-111.6695,35.41541,USA,Extracellular DNA in soil ,Temperate coniferous forest biome,soil,soil,Amplicon,2013-05-30 12:00:00 UTC-6,soil
mgm4625892.3,25,-111.6695,35.41541,USA,Extracellular DNA in soil ,Temperate coniferous forest biome,soil,soil,Amplicon,2013-05-30 12:00:00 UTC-6,soil
mgm4625893.3,26,-111.6695,35.41541,USA,Extracellular DNA in soil ,Temperate coniferous forest biome,soil,soil,Amplicon,2013-05-30 12:00:00 UTC-6,soil
mgm4625894.3,28,-111.6695,35.41541,USA,Extracellular DNA in soil ,Temperate coniferous forest biome,soil,soil,Amplicon,2013-05-30 12:00:00 UTC-6,soil
mgm4625895.3,29,-111.6695,35.41541,USA,Extracellular DNA in soil ,Temperate coniferous forest biome,soil,soil,Amplicon,2013-05-30 12:00:00 UTC-6,soil
mgm4625896.3,30,-111.6695,35.41541,USA,Extracellular DNA in soil ,Temperate coniferous forest biome,soil,soil,Amplicon,2013-05-30 12:00:00 UTC-6,soil
mgm4625897.3,31,-111.6695,35.41541,USA,Extracellular DNA in soil ,Temperate coniferous forest biome,soil,soil,Amplicon,2013-05-30 12:00:00 UTC-6,soil
mgm4625898.3,32,-111.6695,35.41541,USA,Extracellular DNA in soil ,Temperate coniferous forest biome,soil,soil,Amplicon,2013-05-30 12:00:00 UTC-6,soil
mgm4625899.3,33,-111.6695,35.41541,USA,Extracellular DNA in soil ,Temperate coniferous forest biome,soil,soil,Amplicon,2013-05-30 12:00:00 UTC-6,soil
mgm4625900.3,34,-111.6695,35.41541,USA,Extracellular DNA in soil ,Temperate coniferous forest biome,soil,soil,Amplicon,2013-05-30 12:00:00 UTC-6,soil
mgm4625901.3,36,-111.6695,35.41541,USA,Extracellular DNA in soil ,Temperate coniferous forest biome,soil,soil,Amplicon,2013-05-30 12:00:00 UTC-6,soil
mgm4625902.3,37,-111.6695,35.41541,USA,Extracellular DNA in soil ,Temperate coniferous forest biome,soil,soil,Amplicon,2013-05-30 12:00:00 UTC-6,soil
mgm4625903.3,38,-111.6695,35.41541,USA,Extracellular DNA in soil ,Temperate coniferous forest biome,soil,soil,Amplicon,2013-05-30 12:00:00 UTC-6,soil
mgm4625904.3,39,-111.6695,35.41541,USA,Extracellular DNA in soil ,Temperate coniferous forest biome,soil,soil,Amplicon,2013-05-30 12:00:00 UTC-6,soil
mgm4625905.3,4,-111.6695,35.41541,USA,Extracellular DNA in soil ,Temperate coniferous forest biome,soil,soil,Amplicon,2013-05-30 12:00:00 UTC-6,soil
mgm4625906.3,40,-111.6695,35.41541,USA,Extracellular DNA in soil ,Temperate coniferous forest biome,soil,soil,Amplicon,2013-05-30 12:00:00 UTC-6,soil
mgm4625907.3,41,-111.6695,35.41541,USA,Extracellular DNA in soil ,Temperate coniferous forest biome,soil,soil,Amplicon,2013-05-30 12:00:00 UTC-6,soil
mgm4625908.3,42,-111.6695,35.41541,USA,Extracellular DNA in soil ,Temperate coniferous forest biome,soil,soil,Amplicon,2013-05-30 12:00:00 UTC-6,soil
mgm4625909.3,44,-111.6695,35.41541,USA,Extracellular DNA in soil ,Temperate coniferous forest biome,soil,soil,Amplicon,2013-05-30 12:00:00 UTC-6,soil
mgm4625910.3,45,-111.6695,35.41541,USA,Extracellular DNA in soil ,Temperate coniferous forest biome,soil,soil,Amplicon,2013-05-30 12:00:00 UTC-6,soil
mgm4625911.3,46,-111.6695,35.41541,USA,Extracellular DNA in soil ,Temperate coniferous forest biome,soil,soil,Amplicon,2013-05-30 12:00:00 UTC-6,soil
mgm4625912.3,47,-111.6695,35.41541,USA,Extracellular DNA in soil ,Temperate coniferous forest biome,soil,soil,Amplicon,2013-05-30 12:00:00 UTC-6,soil
mgm4625913.3,48,-111.6695,35.41541,USA,Extracellular DNA in soil ,Temperate coniferous forest biome,soil,soil,Amplicon,2013-05-30 12:00:00 UTC-6,soil
mgm4625914.3,49,-111.6695,35.41541,USA,Extracellular DNA in soil ,Temperate coniferous forest biome,soil,soil,Amplicon,2013-05-30 12:00:00 UTC-6,soil
mgm4625915.3,5,-111.6695,35.41541,USA,Extracellular DNA in soil ,Temperate coniferous forest biome,soil,soil,Amplicon,2013-05-30 12:00:00 UTC-6,soil
mgm4625916.3,52,-111.6695,35.41541,USA,Extracellular DNA in soil ,Temperate coniferous forest biome,soil,soil,Amplicon,2013-05-30 12:00:00 UTC-6,soil
mgm4625917.3,53,-111.6695,35.41541,USA,Extracellular DNA in soil ,Temperate coniferous forest biome,soil,soil,Amplicon,2013-05-30 12:00:00 UTC-6,soil
mgm4625918.3,55,-111.6695,35.41541,USA,Extracellular DNA in soil ,Temperate coniferous forest biome,soil,soil,Amplicon,2013-05-30 12:00:00 UTC-6,soil
mgm4625919.3,56,-111.6695,35.41541,USA,Extracellular DNA in soil ,Temperate coniferous forest biome,soil,soil,Amplicon,2013-05-30 12:00:00 UTC-6,soil
mgm4625920.3,57,-111.6695,35.41541,USA,Extracellular DNA in soil ,Temperate coniferous forest biome,soil,soil,Amplicon,2013-05-30 12:00:00 UTC-6,soil
mgm4625921.3,6,-111.6695,35.41541,USA,Extracellular DNA in soil ,Temperate coniferous forest biome,soil,soil,Amplicon,2013-05-30 12:00:00 UTC-6,soil
mgm4625922.3,60,-111.6695,35.41541,USA,Extracellular DNA in soil ,Temperate coniferous forest biome,soil,soil,Amplicon,2013-05-30 12:00:00 UTC-6,soil
mgm4625923.3,61,-111.6695,35.41541,USA,Extracellular DNA in soil ,Temperate coniferous forest biome,soil,soil,Amplicon,2013-05-30 12:00:00 UTC-6,soil
mgm4625924.3,62,-111.6695,35.41541,USA,Extracellular DNA in soil ,Temperate coniferous forest biome,soil,soil,Amplicon,2013-05-30 12:00:00 UTC-6,soil
mgm4625925.3,63,-111.6695,35.41541,USA,Extracellular DNA in soil ,Temperate coniferous forest biome,soil,soil,Amplicon,2013-05-30 12:00:00 UTC-6,soil
mgm4625926.3,64,-111.6695,35.41541,USA,Extracellular DNA in soil ,Temperate coniferous forest biome,soil,soil,Amplicon,2013-05-30 12:00:00 UTC-6,soil
mgm4625927.3,65,-111.6695,35.41541,USA,Extracellular DNA in soil ,Temperate coniferous forest biome,soil,soil,Amplicon,2013-05-30 12:00:00 UTC-6,soil
mgm4625928.3,68,-111.6695,35.41541,USA,Extracellular DNA in soil ,Temperate coniferous forest biome,soil,soil,Amplicon,2013-05-30 12:00:00 UTC-6,soil
mgm4625929.3,69,-111.6695,35.41541,USA,Extracellular DNA in soil ,Temperate coniferous forest biome,soil,soil,Amplicon,2013-05-30 12:00:00 UTC-6,soil
mgm4625930.3,7,-111.6695,35.41541,USA,Extracellular DNA in soil ,Temperate coniferous forest biome,soil,soil,Amplicon,2013-05-30 12:00:00 UTC-6,soil
mgm4625931.3,70,-111.6695,35.41541,USA,Extracellular DNA in soil ,Temperate coniferous forest biome,soil,soil,Amplicon,2013-05-30 12:00:00 UTC-6,soil
mgm4625932.3,71,-111.6695,35.41541,USA,Extracellular DNA in soil ,Temperate coniferous forest biome,soil,soil,Amplicon,2013-05-30 12:00:00 UTC-6,soil
mgm4625933.3,72,-111.6695,35.41541,USA,Extracellular DNA in soil ,Temperate coniferous forest biome,soil,soil,Amplicon,2013-05-30 12:00:00 UTC-6,soil
mgm4625934.3,73,-111.6695,35.41541,USA,Extracellular DNA in soil ,Temperate coniferous forest biome,soil,soil,Amplicon,2013-05-30 12:00:00 UTC-6,soil
mgm4625935.3,76,-111.6695,35.41541,USA,Extracellular DNA in soil ,Temperate coniferous forest biome,soil,soil,Amplicon,2013-05-30 12:00:00 UTC-6,soil
mgm4625936.3,77,-111.6695,35.41541,USA,Extracellular DNA in soil ,Temperate coniferous forest biome,soil,soil,Amplicon,2013-05-30 12:00:00 UTC-6,soil
mgm4625937.3,78,-111.6695,35.41541,USA,Extracellular DNA in soil ,Temperate coniferous forest biome,soil,soil,Amplicon,2013-05-30 12:00:00 UTC-6,soil
mgm4625938.3,79,-111.6695,35.41541,USA,Extracellular DNA in soil ,Temperate coniferous forest biome,soil,soil,Amplicon,2013-05-30 12:00:00 UTC-6,soil
mgm4625939.3,8,-111.6695,35.41541,USA,Extracellular DNA in soil ,Temperate coniferous forest biome,soil,soil,Amplicon,2013-05-30 12:00:00 UTC-6,soil
mgm4625940.3,80,-111.6695,35.41541,USA,Extracellular DNA in soil ,Temperate coniferous forest biome,soil,soil,Amplicon,2013-05-30 12:00:00 UTC-6,soil
mgm4625941.3,81,-111.6695,35.41541,USA,Extracellular DNA in soil ,Temperate coniferous forest biome,soil,soil,Amplicon,2013-05-30 12:00:00 UTC-6,soil
mgm4625942.3,84,-111.6695,35.41541,USA,Extracellular DNA in soil ,Temperate coniferous forest biome,soil,soil,Amplicon,2013-05-30 12:00:00 UTC-6,soil
mgm4625943.3,85,-111.6695,35.41541,USA,Extracellular DNA in soil ,Temperate coniferous forest biome,soil,soil,Amplicon,2013-05-30 12:00:00 UTC-6,soil
mgm4625944.3,86,-111.6695,35.41541,USA,Extracellular DNA in soil ,Temperate coniferous forest biome,soil,soil,Amplicon,2013-05-30 12:00:00 UTC-6,soil
mgm4625945.3,87,-111.6695,35.41541,USA,Extracellular DNA in soil ,Temperate coniferous forest biome,soil,soil,Amplicon,2013-05-30 12:00:00 UTC-6,soil
